ETC_20150323_009652	#今結界を発動します。
ETC_20151001_014801	#無効なハンドルです。
ETC_20151001_014802	#存在しないチャットグループです。
ETC_20151001_014803	#そのパケットデータをDecompressに失敗しました。
ETC_20151001_014804	#IESオブジェクトからプロパティを取得するのに失敗しました。
ETC_20151001_014805	#ゾンビオブジェクトを使用しようとしました。
ETC_20151001_014806	#一定周期を置いて記録されるように設定されたコールスタックです。同じ時間に、残りの他のログ情報を参照してください。
ETC_20151001_014807	#ネクソンSSOを初期化するのに失敗しました。
ETC_20151001_014808	#ライブラリの初期化に失敗しました。次の情報とファイルのロードの失敗など、以前のログを参照してください。
ETC_20151001_014809	#メモリの割り当てに失敗しました。
ETC_20151001_014810	#ミッションルーム関連のエラーが発生しました。次の情報を参照してください。
ETC_20151001_014811	#サウンド関連FMODセッティングを失敗しました。
ETC_20151001_014813	#テーブルの初期化に失敗しました。次の情報を参照してください。
ETC_20151001_014814	#存在しないIESです。該当するipspaceを含むxmlが存在するか、正常に呼んで来たのか確認してください。
ETC_20151001_014815	#そのIESに存在しないクラスです。その情報を含んでいるxmlファイルを確認してください。
ETC_20151001_014816	#これらのファイルを呼んでくる失敗しました。
ETC_20151001_014817	#これらのファイルを保存するのに失敗しました。
ETC_20151001_014818	#そのファイルが異常です。
ETC_20151001_014819	#サーバーの国設定が異常なです。 server_config.xmlを確認してください。
ETC_20151001_014820	#IESオブジェクトのClassIDが重複しています。その情報を含んでいるxmlファイルを確認してください。
ETC_20151001_014821	#IESオブジェクトのClassNameが重複しています。その情報を含んでいるxmlファイルを確認してください。
ETC_20151001_014822	#そのidspaceで指定されたクラスを持ってくるのに失敗しました。そのidspaceに対応するxmlファイルを確認してください。
ETC_20151001_014823	#指定されたidspaceを見つけることができませんでした。そのidspaceに対応するxmlファイルが存在するかどうかを確認してください。
ETC_20151001_014824	#不適切なスタンスタイプです。
ETC_20151001_014825	#そのテーブルに存在しないClassです。その情報を含んでいるxmlファイルを確認してください。
ETC_20151001_014826	#該当する情報をセッション・オブジェクトのクライアントプロパティで見つけることができませんでした。プロパティ名を確認してください。
ETC_20151001_014827	#そのプロパティを取得できません。そのIESクラスが宣言されているxmlをサーバーがロードしたか、xmlの内部には、プロパティが存在するかどうかを確認してください。
ETC_20151001_014828	#メプガン接続情報を初期化するのに失敗しました。 map.xmlのPhysicalLinkZoneカラムを確認してください。
ETC_20151001_014829	#そのxmlファイルを読むに失敗しました。 xmlファイルが正常かどうか確認してください。
ETC_20151001_014830	#そのxmlファイルを読むに失敗しました。 idSpaceは必ず存在しなければなり。 xmlファイルが正常かどうか確認してください。
ETC_20151001_014831	#クライアントのデータのバージョンを確認するのに失敗しました。ゲームの実行パス、ipfファイルのパスとファイル名を確認してください。
ETC_20151001_014832	#クライアントのソースバージョンを確認するのに失敗しました。 release.revision.txtファイルを確認してください。
ETC_20151001_014833	#クライアントオプションを呼んでくる失敗しました。 client.xml、user.xml、patch \\ updater.config.xmlとstaticConfigのパス、内容がが正常か確認してください
ETC_20151001_014834	#パッチurlを確認するのに失敗しました。 client.xmlを確認してください。
ETC_20151001_014835	#そのクラスのモデルをインポートすることができません。
ETC_20151001_014836	#そのフォントを取得することができません。 fonts.xmlに登録されたフォントであることを確認してください。
ETC_20151001_014837	#読んできたファイルと、現在使用しているcolMeshのバージョンが異なります。
ETC_20151001_014838	#そのモンスターのOption.xmlファイルがありません。デッドエフェクトを再生することはできません。
ETC_20151001_014839	#そのモンスターのデッドエフェクトがありません。
ETC_20151001_014840	#対応するビットマップを見つけることができませんでした。 baseskinset.xmlに登録されている名前のイメージでしょうか？
ETC_20151001_014841	#そのアニメーションデータを見つけることができませんでした。
ETC_20151001_014842	#アクターパーツをセッティングするのに失敗しました。定義されていないアクションカウントです。
ETC_20151001_014843	#メインスレッドはsleep、txなどで中断させることはできません。関数の内容を確認してください。
ETC_20151001_014844	#Luaのスクリプトでエラーが発生しました。エラーメッセージを確認してください。
ETC_20151001_014845	#指定されたLuaのスクリプト関数を見つけることができませんでした。関数名を確認してください。
ETC_20151001_014846	#指定されたLuaのスクリプト関数を実行するのに失敗しました。関数の内容を確認してください。
ETC_20151001_014847	#不適切なミッションスクリプトタイプです。
ETC_20151001_014848	#CP型のIESプロパティ値を取得してくる失敗しました。その関数の正常動作の有無を確認してください。
ETC_20151001_014849	#モンゴルDBへの接続に失敗しました。
ETC_20151001_014850	#NetStreamを作成するのに失敗しました。正しいipですか？
ETC_20151001_014851	#誤った形のパケットを送信しました。パケットハッキングの可能性があります。
ETC_20151001_014852	#パケットをすべて送信される前にタイムアウトしました。
ETC_20151001_014853	#タイムアウトされ、接続が切断されました。
ETC_20151001_014854	#そのゾーンに接続できません。そのマップとチャンネルが正しいかどうか、サーバーが閉じられていないことを確認してください。
ETC_20151001_014855	#Accept Handlerを追加するのに失敗しました。
ETC_20151001_014856	#ネットワークの設定に失敗しました。次の情報を参照してください。
ETC_20151001_014858	#NetStreamが切断されました。
ETC_20151001_014859	#ワールドテーブルセッティングに失敗しました。 WorldTable DBテーブルとODBCの設定を確認してください。
ETC_20151001_014860	#ワールドテーブルで指定されたSIDを見つけることができませんでした。
ETC_20151001_014861	#ワールドテーブルで指定された名前に対応するゾーン情報を見つけることができませんでした。
ETC_20151001_014862	#DBエラーが発生しました。次の情報を確認してください。
ETC_20151001_014863	#Redis DBの初期化に失敗しました。ワールドテーブルに関連情報が正常に入っているかどうか確認してください。
ETC_20151001_014864	#DBから読んできたclasskey値に一致するプロパティをiesオブジェクトで見つけることができませんでした。 classkeyが変更されたか削除された値ですか？
ETC_20151001_014865	#DSNファイルの情報が間違っています。 serverDN.intファイルが存在するかどうか、内容が間違っていないか確認してください。
ETC_20151001_014866	#dbに接続するためのID、PWの情報が間違っています。 server.intファイルが存在するかどうか、内容が間違っていないか確認してください。
ETC_20151001_014867	#フィールドボスの作成に失敗しました。 mapIDに該当するサーバーまたはゾーンを見つけることができませんでした。
ETC_20151001_014868	#Redisサーバ関連のエラーが発生しました。エラーメッセージを確認してください。
ETC_20151001_014869	#SPの実行に失敗しました。 sp内容とエラーコードを確認してください。
ETC_20151001_014870	#コマンドラインパラメータが間違っています。プログラムの実行バッチファイルの内容を確認してください。
ETC_20151001_014871	#ディスプレイドライバのエラーでクライアントを終了します。ディスプレイメーカーにお問い合わせください。
ETC_20151001_014872	#Nvidia Perf SDKの初期化に失敗しました。
ETC_20151001_014873	#サインコードモジュールでエラーが発生しました。出力されたエラーコードを参照してください。
ETC_20151001_014874	#まだエラーコードが定義されていないログです。
ETC_20151001_014875	#フレームドロップ
ETC_20151001_014876	#ファイルの再ロードオーム
ETC_20151001_014877	#送信されたパケットのログ
ETC_20151001_014878	#受信したパケットのログ
ETC_20151001_014879	#無効な値です。次の情報を参照してください。
ETC_20151001_014880	#開発用情報
ETC_20151001_014881	#王国軍の駐屯地
ETC_20151001_014882	#レおそらく小広場
ETC_20151001_014883	#マイル輝度尖塔
ETC_20151001_014884	#ヌシスト崩壊エリア
ETC_20151001_014885	#将校の家
ETC_20151001_014886	#ビングクーラース通路
ETC_20151001_014887	#ヴィティナ数
ETC_20151001_014888	#兵舎
ETC_20151001_014889	#沈んだ通路
ETC_20151001_014890	#ウッドリンガル空き地
ETC_20151001_014891	#ロビーマ魔法陣
ETC_20151001_014892	#スターティー傾斜路
ETC_20151001_014893	#ウッズアリ交差点
ETC_20151001_014894	#ティナが積
ETC_20151001_014895	#はいレス魔方陣
ETC_20151001_014896	#実打森の道
ETC_20151001_014897	#がヒマ空き地
ETC_20151001_014898	#キャンプ
ETC_20151001_014899	#スカイカーの普及に
ETC_20151001_014900	#アルモル第1労役場
ETC_20151001_014901	#駅所
ETC_20151001_014902	#ウールクスィキャンプ
ETC_20151001_014903	#アルモル第2労役場
ETC_20151001_014904	#押しバスク崖
ETC_20151001_014905	#パウメティエ避難所
ETC_20151001_014906	#旧織田空き地
ETC_20151001_014907	#ショルダー一本道
ETC_20151001_014908	#スパスター日向
ETC_20151001_014909	#カウセレナ広場
ETC_20151001_014910	#ピェルグリーズ墓地
ETC_20151001_014911	#アルジョレ岐路
ETC_20151001_014912	#ピースカビ原野
ETC_20151001_014913	#バーバーに行っても
ETC_20151001_014914	#糸ライス空荒野
ETC_20151001_014915	#ラウキティ坂道
ETC_20151001_014916	#アプガウッディン三叉路
